Sr.No,Address,City,State_code,Country,Rental_Price,Deposit
4272,"Argyle Rd / Fernleigh Road, Argyle Road, Bloxwich, WS4 2EX, United Kingdom",Birmingham,Birmingham,UK,126108,Holding Fee £275
4273,"204 Tiverton Road, Selly Oak, B29 6BU, United Kingdom",Birmingham,Birmingham,UK,430344,
4274,"299a, 299b Rowood Drive, Elmdon Heath, B92 9LQ, United Kingdom",Birmingham,Birmingham,UK,131363,
4275,"38-40 Lombard Street, Highgate, B12 0QN, United Kingdom",Birmingham,Birmingham,UK,136617,
4276,"72 Harrow Road, Selly Oak, B29 7DW, United Kingdom",Birmingham,Birmingham,UK,465759,
4277,"I-Land, Essex Street, Attwood Green, B5 4TT, United Kingdom",Birmingham,Birmingham,UK,120854,
4278,"Birmingham, B3 1JH, United Kingdom",Birmingham,Birmingham,UK,424564,
4279,"45 Scott Road, Olton, B92 7LQ, United Kingdom",Birmingham,Birmingham,UK,49918,
4280,"BDG Manufacturing, 34-44 Northwood Street, Aston, B3 1TY, United Kingdom",Birmingham,Birmingham,UK,283743,
4281,"4 Dartmouth Road, Selly Oak, B29 6EA, United Kingdom",Birmingham,Birmingham,UK,88276,
4282,"Juggling Kites, Bristol Road, Selly Oak, B29 6NF, United Kingdom",Birmingham,Birmingham,UK,90588,
4283,"Conway Avenue, Birmingham, B32 1DR, United Kingdom",Birmingham,Birmingham,UK,141872,
4284,"204 Tiverton Road, Selly Oak, B29 6BU, United Kingdom",Birmingham,Birmingham,UK,282167,
4285,"Timber Yard West, Kent Street, Attwood Green, B5 6SD, United Kingdom",Birmingham,Birmingham,UK,152381,
4286,"King David Primary School, Alcester Road, Kings Heath, B13 8EY, United Kingdom",Birmingham,Birmingham,UK,157635,
4287,"252 Hubert Road, Selly Oak, B29 6EP, United Kingdom",Birmingham,Birmingham,UK,287632,
4288,"69G Raddlebarn Road, Selly Oak, B29 6HE, United Kingdom",Birmingham,Birmingham,UK,82181,
4289,"Lysander Way, Tyburn, B35 7JY, United Kingdom",Birmingham,Birmingham,UK,102463,
4290,"Hope Street, Attwood Green, B5 7FQ, United Kingdom",Birmingham,Birmingham,UK,147126,
4291,"Higgins Lane, Harborne, B32 1LL, United Kingdom",Birmingham,Birmingham,UK,63054,
4292,"53 Rebecca Drive, Selly Oak, B29 6TP, United Kingdom",Birmingham,Birmingham,UK,366554,
4293,"70 Alton Road, Selly Oak, B29 7DX, United Kingdom",Birmingham,Birmingham,UK,43298,
4294,"137 Hubert Road, Selly Oak, B29 6ET, United Kingdom",Birmingham,Birmingham,UK,40986,
4295,"54 Tiverton Road, Selly Oak, B29 6BP, United Kingdom",Birmingham,Birmingham,UK,237714,
4296,"252 Hubert Road, Selly Oak, B29 6EP, United Kingdom",Birmingham,Birmingham,UK,227731,
4297,"Water Mill Close, Metchley, B29 6SU, United Kingdom",Birmingham,Birmingham,UK,227731,
4298,"57 Dawlish Road, Selly Oak, B29 7AF, United Kingdom",Birmingham,Birmingham,UK,300558,
4299,"43A Middleton Road, Streetly, B74 3EU, United Kingdom",Birmingham,Birmingham,UK,472905,
4300,"Nine Elms Road, Stirchley, B30 3AP, United Kingdom",Birmingham,Birmingham,UK,136617,
4301,"Birmingham, B12 0AL, United Kingdom",Birmingham,Birmingham,UK,309070,
4302,"Birmingham, B26 1JX, United Kingdom",Birmingham,Birmingham,UK,306548,
4303,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",Birmingham,Birmingham,UK,411218,
4304,"135 Warwards Lane, Stirchley, B29 7QX, United Kingdom",Birmingham,Birmingham,UK,232880,
4305,"3 Vernon Road, Chad Valley, B16 9SQ, United Kingdom",Birmingham,Birmingham,UK,167619,
4306,"Woodhouse Road, Harborne, B32 2DJ, United Kingdom",Birmingham,Birmingham,UK,99836,
4307,"28 Oak Tree Lane, Selly Oak, B29 6HX, United Kingdom",Birmingham,Birmingham,UK,193471,
4308,"Constitution Heights, 82 Old Snow Hill, Aston, B4 6HW, United Kingdom",Birmingham,Birmingham,UK,91954,
4309,"Reservoir Road, Metchley, B29 6ST, United Kingdom",Birmingham,Birmingham,UK,110345,
4310,"Solihull Heights, Coventry Road, Lyndon Green, B26 3BF, United Kingdom",Birmingham,Birmingham,UK,126108,
4311,"Beech Croft Court, 7-12 Four Oaks Road, Four Oaks, B74 2XR, United Kingdom",Birmingham,Birmingham,UK,120854,
4312,"Belgrave Rd / Frank St, Belgrave Middleway, Highgate, B12 9AW, United Kingdom",Birmingham,Birmingham,UK,147126,
4313,"7 Katie Road, Selly Oak, B29 6JQ, United Kingdom",Birmingham,Birmingham,UK,137773,
4314,"Pound Road, Bristnall Hall Fields, B68 8NF, United Kingdom",Birmingham,Birmingham,UK,131363,
4315,"4 School Terrace, Selly Oak, B29 6DY, United Kingdom",Birmingham,Birmingham,UK,369917,
4316,"21 Newhall Hill, Park Central, B1 3JA, United Kingdom",Birmingham,Birmingham,UK,99836,
4317,"Thornley Close, Kings Heath, B13 9UG, United Kingdom",Birmingham,Birmingham,UK,126108,
4318,"56, 58 Stanmore Road, Harborne, B16 9TB, United Kingdom",Birmingham,Birmingham,UK,70936,
4319,"576 Chester Road, Boldmere, B73 5HJ, United Kingdom",Birmingham,Birmingham,UK,60953,
4320,"100 Teignmouth Road, Selly Oak, B29 7AY, United Kingdom",Birmingham,Birmingham,UK,316952,
4321,"True Student Birmingham Accomodation, 45 Upper Dean Street, Attwood Green, B5 4SJ, United Kingdom",Birmingham,Birmingham,UK,120854,
4322,"Metchley Drive, Harborne, B17 0JX, United Kingdom",Birmingham,Birmingham,UK,209025,
4323,"Herbert Road, Bordesley, B10 0QT, United Kingdom",Birmingham,Birmingham,UK,273234,
4324,"Petersham Place, Chad Valley, B15 3RY, United Kingdom",Birmingham,Birmingham,UK,210180,
4325,"Stag Road, Harborne, B16 0QH, United Kingdom",Birmingham,Birmingham,UK,126108,
4326,"St Bernard's Catholic Primary School, Wake Green Road, Wake Green, B13 9QE, United Kingdom",Birmingham,Birmingham,UK,215435,
4327,"Rectory Lane, Castle Bromwich, B36 9DH, United Kingdom",Birmingham,Birmingham,UK,131363,
4328,"Eldon Road, Chad Valley, B16 9DP, United Kingdom",Birmingham,Birmingham,UK,406699,
4329,"36 Gleave Road, Selly Oak, B29 6JR, United Kingdom",Birmingham,Birmingham,UK,216276,
4330,"Balham Grove, Kingstanding, B44 0NF, United Kingdom",Birmingham,Birmingham,UK,97209,
4331,"Bantock Way, Harborne, B17 0LY, United Kingdom",Birmingham,Birmingham,UK,157110,
4332,"164 Dawlish Road, Selly Oak, B29 7AR, United Kingdom",Birmingham,Birmingham,UK,338390,
4333,"116 Newton Road, Sparkhill, B11 4PS, United Kingdom",Birmingham,Birmingham,UK,4204,
4334,"181 Umberslade Road, Stirchley, B29 7SG, United Kingdom",Birmingham,Birmingham,UK,273234,
4335,"Sandwell, B43 6AJ, United Kingdom",Birmingham,Birmingham,UK,221110,
4336,"2 Harrow Road, Selly Oak, B29 7DW, United Kingdom",Birmingham,Birmingham,UK,109294,
4337,"Harborne Garage Limited, Ewhurst Avenue, Selly Oak, B29 6EY, United Kingdom",Birmingham,Birmingham,UK,47816,
4338,"Cambridge Tower, Brindley Drive, Park Central, B1 2NH, United Kingdom",Birmingham,Birmingham,UK,120854,
4339,"14 Fairgreen Way, Selly Oak, B29 6EW, United Kingdom",Birmingham,Birmingham,UK,216696,
4340,"Cranford Street, Smethwick, B66 2AP, United Kingdom",Birmingham,Birmingham,UK,468807,15764
4341,"14 Blossom Avenue, Selly Oak, B29 7AG, United Kingdom",Birmingham,Birmingham,UK,200407,
4342,"Temple Car Park ( for temple worshippers), Graham Street, Aston, B1 3JR, United Kingdom",Birmingham,Birmingham,UK,120854,
4343,"2 Kitchener Road, Stirchley, B29 7QD, United Kingdom",Birmingham,Birmingham,UK,91954,
4344,"35 Gristhorpe Road, Stirchley, B29 7TD, United Kingdom",Birmingham,Birmingham,UK,172874,
4345,"Thorpe Court, Ulverley Green, B91 1SU, United Kingdom",Birmingham,Birmingham,UK,147126,
4346,"Birmingham, B1 1GA, United Kingdom",Birmingham,Birmingham,UK,359303,
4347,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6SS, United Kingdom",Birmingham,Birmingham,UK,182016,
4348,"183 Gibbins Road, Selly Oak, B29 6NJ, United Kingdom",Birmingham,Birmingham,UK,283638,
4349,,Birmingham,Birmingham,UK,99836,
4350,"Birmingham, B18 6EA, United Kingdom",Birmingham,Birmingham,UK,399448,
4351,"The Anchor Project Community drug and alcohol service, 1;2 St Michael's Court, West Bromwich, B70 8ET, United Kingdom",Birmingham,Birmingham,UK,89327,
4352,"Holyhead Road, Birmingham, B21 8NL, United Kingdom",Birmingham,Birmingham,UK,63054,
4353,"Edgbaston Water Works, Clipper View, Chad Valley, B16 9DJ, United Kingdom",Birmingham,Birmingham,UK,173504,
4354,"Beaumont Drive, Harborne, B17 0QQ, United Kingdom",Birmingham,Birmingham,UK,71987,
4355,"Timber Yard West, Kent Street, Attwood Green, B5 6SD, United Kingdom",Birmingham,Birmingham,UK,157635,
4356,"137 Hubert Road, Selly Oak, B29 6ET, United Kingdom",Birmingham,Birmingham,UK,50128,
4357,"4 Oakfield Road, Kings Heath, B29 7EJ, United Kingdom",Birmingham,Birmingham,UK,109925,64000
4358,"70 Langleys Road, Selly Oak, B29 6HP, United Kingdom",Birmingham,Birmingham,UK,45504,
4359,"664 Pershore Road, Kings Heath, B29 7NR, United Kingdom",Birmingham,Birmingham,UK,191790,
4360,"235 Hubert Road, Selly Oak, B29 6ES, United Kingdom",Birmingham,Birmingham,UK,431500,
4361,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",Birmingham,Birmingham,UK,319684,
4362,"23 Croydon Road, Selly Oak, B29 7BP, United Kingdom",Birmingham,Birmingham,UK,319684,
4363,"45 Tenbury Road, Kings Heath, B14 6AH, United Kingdom",Birmingham,Birmingham,UK,63054,
4364,"Helena Street, Park Central, B1 2RR, United Kingdom",Birmingham,Birmingham,UK,425510,15764
4365,"7 Katie Road, Selly Oak, B29 6JQ, United Kingdom",Birmingham,Birmingham,UK,177498,
4366,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",Birmingham,Birmingham,UK,227731,
4367,"Trident House, Granville Street, Park Central, B15 1UE, United Kingdom",Birmingham,Birmingham,UK,180755,
4368,"88 Durley Dean Road, Selly Oak, B29 6RX, United Kingdom",Birmingham,Birmingham,UK,120854,
4369,"Birmingham, B15 1AY, United Kingdom",Birmingham,Birmingham,UK,364348,
4370,"Este Road, Lyndon Green, B26 2ES, United Kingdom",Birmingham,Birmingham,UK,157635,
4371,"37 Heeley Road, Selly Oak, B29 6DP, United Kingdom",Birmingham,Birmingham,UK,227731,
4372,"Derwent Foundry, 5 Mary Ann Street, Aston, B3 1BG, United Kingdom",Birmingham,Birmingham,UK,94581,
4373,"The Folium, Caroline Street, Aston, B3 1TS, United Kingdom",Birmingham,Birmingham,UK,104565,
4374,"Buttonbox, Warstone Lane, Aston, B1 3AL, United Kingdom",Birmingham,Birmingham,UK,136617,
4375,"Broadway Residences, Broad Street, Park Central, B15 1BF, United Kingdom",Birmingham,Birmingham,UK,99836,
4376,"152 Hubert Road, Selly Oak, B29 6ER, United Kingdom",Birmingham,Birmingham,UK,270712,
4377,"90 Heeley Road, Selly Oak, B29 6EZ, United Kingdom",Birmingham,Birmingham,UK,191264,
4378,"30 Sarehole Road, Springfield, B28 8DR, United Kingdom",Birmingham,Birmingham,UK,4204,
4379,"Torridon Croft, Kings Heath, B13 8RG, United Kingdom",Birmingham,Birmingham,UK,131363,
4380,"45 North Road, Selly Oak, B29 6AN, United Kingdom",Birmingham,Birmingham,UK,236663,
4381,"Bristol Road, Park Central, B5 7XG, United Kingdom",Birmingham,Birmingham,UK,315270,
4382,"Birmingham, B12 0PR, United Kingdom",Birmingham,Birmingham,UK,281432,
4383,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",Birmingham,Birmingham,UK,217327,
4384,"UF, Harborne Park Road, Metchley, B17 0NG, United Kingdom",Birmingham,Birmingham,UK,250430,
4385,"53 Rebecca Drive, Selly Oak, B29 6TP, United Kingdom",Birmingham,Birmingham,UK,157110,
4386,"38-40 Lombard Street, Highgate, B12 0QN, United Kingdom",Birmingham,Birmingham,UK,99836,
4387,"18-24 Tealby Grove, Stirchley, B29 7RJ, United Kingdom",Birmingham,Birmingham,UK,118332,
4388,"Christchurch Close, Chad Valley, B15 3NE, United Kingdom",Birmingham,Birmingham,UK,146601,
4389,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",Birmingham,Birmingham,UK,204926,
4390,"Dornie Drive, Hawkesley, B38 9DY, United Kingdom",Birmingham,Birmingham,UK,73038,
4391,"220 Lode Lane, Elmdon Heath, B91 2HS, United Kingdom",Birmingham,Birmingham,UK,157635,
4392,"Edgbaston Rd / Warwickshire Cricket Ground, Edgbaston Road, Highgate, B5 7QT, United Kingdom",Birmingham,Birmingham,UK,173399,
4393,"58 Westminster Road, Stirchley, B29 7RS, United Kingdom",Birmingham,Birmingham,UK,154798,
4394,"16 Katie Road, Selly Oak, B29 6JG, United Kingdom",Birmingham,Birmingham,UK,200092,
4395,"5A Walsall Road, Four Oaks, B74 4ND, United Kingdom",Birmingham,Birmingham,UK,97209,
4396,"152 Hubert Road, Selly Oak, B29 6ER, United Kingdom",Birmingham,Birmingham,UK,474902,
4397,"87 Gleave Road, Selly Oak, B29 6JN, United Kingdom",Birmingham,Birmingham,UK,91954,
4398,"12 Communication Row, Park Central, B15 1DY, United Kingdom",Birmingham,Birmingham,UK,157635,
4399,"Rodney Close, Chad Valley, B16 8DJ, United Kingdom",Birmingham,Birmingham,UK,10509,
4400,"152 Hubert Road, Selly Oak, B29 6ER, United Kingdom",Birmingham,Birmingham,UK,68309,
4401,"Shah Pharmacy, 564-566 Bristol Road, Selly Oak, B29 6BE, United Kingdom",Birmingham,Birmingham,UK,197990,
4402,"181 Tiverton Road, Selly Oak, B29 6DB, United Kingdom",Birmingham,Birmingham,UK,62844,
4403,"40 Winnie Road, Selly Oak, B29 6JX, United Kingdom",Birmingham,Birmingham,UK,154798,
4404,"22 Alton Road, Selly Oak, B29 7DU, United Kingdom",Birmingham,Birmingham,UK,196729,
4405,"The Hub, 1 Clive Passage, Aston, B4 6HZ, United Kingdom",Birmingham,Birmingham,UK,136617,
4406,"Hampton Lane / Oakland Close, Hampton Lane, Elmdon Heath, B91 2PN, United Kingdom",Birmingham,Birmingham,UK,115599,
4407,"167 Hubert Road, Selly Oak, B29 6ET, United Kingdom",Birmingham,Birmingham,UK,72828,
4408,"271 Gristhorpe Road, Stirchley, B29 7SN, United Kingdom",Birmingham,Birmingham,UK,315060,
4409,"Birmingham, B17 9EY, United Kingdom",Birmingham,Birmingham,UK,653240,
4410,"35 Exeter Road, Selly Oak, B29 6EX, United Kingdom",Birmingham,Birmingham,UK,344275,
4411,"Birmingham, B5 4TD, United Kingdom",Birmingham,Birmingham,UK,504958,
4412,"23 Ringswood Road, Olton, B92 7NH, United Kingdom",Birmingham,Birmingham,UK,123481,
4413,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6SS, United Kingdom",Birmingham,Birmingham,UK,186745,
4414,"40 Winnie Road, Selly Oak, B29 6JX, United Kingdom",Birmingham,Birmingham,UK,261675,
4415,"271 Gristhorpe Road, Stirchley, B29 7SN, United Kingdom",Birmingham,Birmingham,UK,38674,
4416,"I-Land, Essex Street, Attwood Green, B5 4TT, United Kingdom",Birmingham,Birmingham,UK,91954,
4417,"555 Warwick Road, Sharmans Cross, B91 1AW, United Kingdom",Birmingham,Birmingham,UK,409851,
4418,"Harborne Healing Centre, Howes Rise, Weoley Castle, B29 5HW, United Kingdom",Birmingham,Birmingham,UK,307389,
4419,"235 Hubert Road, Selly Oak, B29 6ES, United Kingdom",Birmingham,Birmingham,UK,398502,
4420,"349 Birmingham Road, Wylde Green, B72 1DL, United Kingdom",Birmingham,Birmingham,UK,78818,
4421,"Birmingham, B16 9BJ, United Kingdom",Birmingham,Birmingham,UK,198516,
4422,"22 Luton Road, Selly Oak, B29 7BN, United Kingdom",Birmingham,Birmingham,UK,229517,
4423,"32 Lottie Road, Selly Oak, B29 6JZ, United Kingdom",Birmingham,Birmingham,UK,116125,
4424,"261 Heeley Road, Selly Oak, B29 6EL, United Kingdom",Birmingham,Birmingham,UK,334712,
4425,"Suffolk Street Tunnel, Holliday Street, Attwood Green, B1 1FU, United Kingdom",Birmingham,Birmingham,UK,147126,
4426,"The Row Tavern, New Town Row, Aston, B6 4HG, United Kingdom",Birmingham,Birmingham,UK,436965,15764
4427,"35 Exeter Road, Selly Oak, B29 6EX, United Kingdom",Birmingham,Birmingham,UK,126108,
4428,"North Park Road, Stockland Green, B23 7YU, United Kingdom",Birmingham,Birmingham,UK,73038,"Minimum Annual Household Income Required £20,850"
4429,"94 Warwards Lane, Stirchley, B29 7RD, United Kingdom",Birmingham,Birmingham,UK,180335,
4430,"2-10 Regent Place, Aston, B1 3NJ, United Kingdom",Birmingham,Birmingham,UK,441694,
4431,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",Birmingham,Birmingham,UK,227731,
4432,"Falcon Works Court, 5 Regent Parade, Aston, B1 3NT, United Kingdom",Birmingham,Birmingham,UK,183908,
4433,"108 Wake Green Road, Wake Green, B13 9PZ, United Kingdom",Birmingham,Birmingham,UK,168144,
4434,"Handsworth New Rd / Lodge Rd, Handsworth New Road, Birmingham, B18 4QH, United Kingdom",Birmingham,Birmingham,UK,162890,
4435,"696 Pershore Road, Kings Heath, B29 7NR, United Kingdom",Birmingham,Birmingham,UK,216381,
4436,"137 Heeley Road, Selly Oak, B29 6EJ, United Kingdom",Birmingham,Birmingham,UK,186745,
4437,"Block B, Soho Loop Street, Birmingham, B18 7QL, United Kingdom",Birmingham,Birmingham,UK,105090,
4438,"Apsley Road, Brandhall, B68 0QD, United Kingdom",Birmingham,Birmingham,UK,120854,
4439,"Hawthorn Road, Walsall, WS5 4NB, United Kingdom",Birmingham,Birmingham,UK,104565,
4440,"302 Tiverton Road, Selly Oak, B29 6BY, United Kingdom",Birmingham,Birmingham,UK,397241,
4441,"22 Redlands Way, Streetly, B74 3ET, United Kingdom",Birmingham,Birmingham,UK,189162,
4442,"28 Corisande Road, Metchley, B29 6RJ, United Kingdom",Birmingham,Birmingham,UK,126108,
4443,"Pershore Rd / Breedon Rd, Pershore Road, Lifford, B30 3BG, United Kingdom",Birmingham,Birmingham,UK,233826,
4444,"4-60 Harold Road, Chad Valley, B16 9DA, United Kingdom",Birmingham,Birmingham,UK,382528,
4445,"133 Warwards Lane, Stirchley, B29 7QX, United Kingdom",Birmingham,Birmingham,UK,232880,
4446,"137 Heeley Road, Selly Oak, B29 6EJ, United Kingdom",Birmingham,Birmingham,UK,182227,
4447,"Pemberton Street, Aston, B18 6NY, United Kingdom",Birmingham,Birmingham,UK,136617,
4448,,Birmingham,Birmingham,UK,4204,
4449,"90 Heeley Road, Selly Oak, B29 6EZ, United Kingdom",Birmingham,Birmingham,UK,439907,
4450,"Birmingham, Handsworth Wood, ENGLAND, GB",Birmingham,Birmingham,UK,52545,7882
4451,"Royal Spice Balti Restaurant, Bristol Road South, Northfield, B31 2QT, United Kingdom",Birmingham,Birmingham,UK,157635,
4452,"45 North Road, Selly Oak, B29 6AN, United Kingdom",Birmingham,Birmingham,UK,375697,
4453,"Burne Jones House, 12 Bennett's Hill, Attwood Green, B2 5RS, United Kingdom",Birmingham,Birmingham,UK,86700,
4454,"70 Alton Road, Selly Oak, B29 7DX, United Kingdom",Birmingham,Birmingham,UK,185800,
4455,"109 Medina Road, Greet, B11 3SA, United Kingdom",Birmingham,Birmingham,UK,104565,
4456,"Old Dickens Heath Road, Dickens Heath, B90 1RA, United Kingdom",Birmingham,Birmingham,UK,110345,
4457,"Eldon Road, Chad Valley, B16 9DP, United Kingdom",Birmingham,Birmingham,UK,204926,
4458,"Harborne Lane / Reservoir Rd, Harborne Lane, Selly Oak, B29 6TQ, United Kingdom",Birmingham,Birmingham,UK,204926,
4459,"46;47 Water Street, Aston, B3 1HP, United Kingdom",Birmingham,Birmingham,UK,262725,
4460,"34 Teignmouth Road, Selly Oak, B29 7AZ, United Kingdom",Birmingham,Birmingham,UK,334712,
4461,"Reginald Road, Warley Wigorn, B67 5AE, United Kingdom",Birmingham,Birmingham,UK,136617,
4462,"Birmingham, B2 4UW, United Kingdom",Birmingham,Birmingham,UK,550252,
4463,"45 Rookery Road, Selly Oak, B29 7DG, United Kingdom",Birmingham,Birmingham,UK,355205,
4464,"Birmingham, B16 8WN, United Kingdom",Birmingham,Birmingham,UK,379375,
4465,"Selcroft Avenue, Harborne, B32 2BX, United Kingdom",Birmingham,Birmingham,UK,52545,
4466,"Solihull, B93 9LT, United Kingdom",Birmingham,Birmingham,UK,218588,
4467,"The Joint, 500 Bristol Road, Selly Oak, B29 6AU, United Kingdom",Birmingham,Birmingham,UK,86174,
4468,"36 Umberslade Road, Stirchley, B29 7RZ, United Kingdom",Birmingham,Birmingham,UK,431500,
4469,"22 Luton Road, Selly Oak, B29 7BN, United Kingdom",Birmingham,Birmingham,UK,170772,
4470,"Moorfield Court, 19-24 Moorfield Drive, Boldmere, B73 5LG, United Kingdom",Birmingham,Birmingham,UK,120854,
4471,"70 Alton Road, Selly Oak, B29 7DX, United Kingdom",Birmingham,Birmingham,UK,122956,
4472,"Brook Way, Harborne, B16 0QR, United Kingdom",Birmingham,Birmingham,UK,183908,
4473,"The North Birmingham Academy, College Road, New Oscott, B44 0HF, United Kingdom",Birmingham,Birmingham,UK,211021,
4474,"49 Warwards Lane, Stirchley, B29 7RA, United Kingdom",Birmingham,Birmingham,UK,163941,
4475,"252 Hubert Road, Selly Oak, B29 6EP, United Kingdom",Birmingham,Birmingham,UK,204926,
4476,"42 North Road, Selly Oak, B29 6AW, United Kingdom",Birmingham,Birmingham,UK,368866,
4477,"The Parklands, Short Heath, B23 6LA, United Kingdom",Birmingham,Birmingham,UK,110345,
4478,"Gillott Road, Harborne, B16 9LL, United Kingdom",Birmingham,Birmingham,UK,94581,
4479,"Prestige Alto Group, Coventry Road, Bordesley, B10 0RU, United Kingdom",Birmingham,Birmingham,UK,97209,
4480,"Birmingham, B9 5SH, United Kingdom",Birmingham,Birmingham,UK,492452,
4481,"Birmingham, B1 1GA, United Kingdom",Birmingham,Birmingham,UK,814028,
4482,"Berwood Park, Tyburn, B35 7EZ, United Kingdom",Birmingham,Birmingham,UK,136617,
4483,"10 Unity Place, Selly Oak, B29 7AN, United Kingdom",Birmingham,Birmingham,UK,150069,
4484,"152 Hubert Road, Selly Oak, B29 6ER, United Kingdom",Birmingham,Birmingham,UK,448104,
4485,"Lilac Avenue, Sandwell, WS5 4JW, United Kingdom",Birmingham,Birmingham,UK,126108,
4486,"83 Weoley Park Road, Selly Oak, B29 6QZ, United Kingdom",Birmingham,Birmingham,UK,81971,
4487,"Bendall Road, New Oscott, B44 0SL, United Kingdom",Birmingham,Birmingham,UK,104565,
4488,"Enterprise, Stratford Road, Shirley, B90 3FY, United Kingdom",Birmingham,Birmingham,UK,110345,
4489,"Greyfriars Court, 88 Albion Street, Glasgow, G1 1LH, United Kingdom",Glasgow,Glasgow,UK,352052,21018
4490,"Maryhill, Wyndford Road/ Wyndford Drive, Wyndford Road, Wyndford, Glasgow, G20 8EX, United Kingdom",Glasgow,Glasgow,UK,126108,
4491,"1640 Shettleston Road, Glasgow, G32 9AN, United Kingdom",Glasgow,Glasgow,UK,73038,
4492,"Cecil Street, North Kelvinside, Glasgow, G12 8SD, United Kingdom",Glasgow,Glasgow,UK,110345,
4493,"63 Byres Road, Partickhill, Glasgow, G11 5RD, United Kingdom",Glasgow,Glasgow,UK,157635,
4494,"51 St Mungo Avenue, Glasgow, G4 0PJ, United Kingdom",Glasgow,Glasgow,UK,204926,
4495,"Haystack Place, Lenzie, G66 5QA, United Kingdom",Glasgow,Glasgow,UK,83547,
4496,"True Student, New City Road, Glasgow, G4 9NL, United Kingdom",Glasgow,Glasgow,UK,117911,
4497,"Morrisons, 1-2 Merkland Street, Partickhill, Glasgow, G11 6BQ, United Kingdom",Glasgow,Glasgow,UK,159842,
4498,"Meadowside Quay Walk, Glasgow, G11 6AW, United Kingdom",Glasgow,Glasgow,UK,141872,
4499,"Meadowside Quay Walk, Thornwood, Glasgow, G11 6AW, United Kingdom",Glasgow,Glasgow,UK,136617,
4500,"85 Dunlop Street, Laurieston, Glasgow, G1 4ET, United Kingdom",Glasgow,Glasgow,UK,161839,
4501,"9 King's Park Road, Glasgow, G44 4SU, United Kingdom",Glasgow,Glasgow,UK,91954,
4502,"Craigenbay Road, Lenzie, G66 5JP, United Kingdom",Glasgow,Glasgow,UK,141872,
4503,"49 Cathkin Road, Glasgow, G42 9UJ, United Kingdom",Glasgow,Glasgow,UK,204926,
4504,"State Bar, Sauchiehall Lane, Glasgow, G2 4GY, United Kingdom",Glasgow,Glasgow,UK,262725,
4505,"10 Bell Street, Glasgow, G1 1LG, United Kingdom",Glasgow,Glasgow,UK,100361,
4506,"Garngaber High Junction, Easter Garngaber Road, Lenzie, G66 5JQ, United Kingdom",Glasgow,Glasgow,UK,183908,
4507,"Cairncross House, Kelvinhaugh Street, Glasgow, G3 8NU, United Kingdom",Glasgow,Glasgow,UK,111921,
4508,"Balbir's, Church Street, Partickhill, Glasgow, G11 5JS, United Kingdom",Glasgow,Glasgow,UK,136617,
4509,"116 Southbrae Drive, Scotstounhill, Glasgow, G13 1TZ, United Kingdom",Glasgow,Glasgow,UK,115599,
4510,"29 Harley Street, Ibroxholm, Glasgow, G51 1AU, United Kingdom",Glasgow,Glasgow,UK,83547,
4511,"18 Cornwall Street, Glasgow, G41 1AQ, United Kingdom",Glasgow,Glasgow,UK,99836,
4512,"Halfwayhouses Post Office, Paisley Road West, Halfwayhouse, Glasgow, G52 3QY, United Kingdom",Glasgow,Glasgow,UK,115599,
4513,"Med Lounge, Ingram Street, Glasgow, G1 1EJ, United Kingdom",Glasgow,Glasgow,UK,396820,26273
4514,"190 Newlands Road, Glasgow, G43 2JS, United Kingdom",Glasgow,Glasgow,UK,73038,
4515,,Glasgow,Glasgow,UK,104565,
4516,"Houldsworth Lane, Glasgow, G3 8EB, United Kingdom",Glasgow,Glasgow,UK,97209,
4517,"Marlborough Avenue, Thornwood, Glasgow, United Kingdom",Glasgow,Glasgow,UK,167619,
4518,"Parsonage Square, Glasgow, G4 0TA, United Kingdom",Glasgow,Glasgow,UK,131363,
4519,"Fortingall Place, The Butney, Glasgow, G12 0QY, United Kingdom",Glasgow,Glasgow,UK,86700,
4520,"Solasta Riverside, 20 Clyde Place, Laurieston, Glasgow, G5 8BY, United Kingdom",Glasgow,Glasgow,UK,164571,
4521,"Stobhill Road, Balgrayhill, Glasgow, G21 3TX, United Kingdom",Glasgow,Glasgow,UK,83547,
4522,"8 Kennoway Drive, Thornwood, Glasgow, G11 7UA, United Kingdom",Glasgow,Glasgow,UK,89327,
4523,"10 Drymen Road, Glasgow, G61 2RB, United Kingdom",Glasgow,Glasgow,UK,262725,
4524,"Tollcross, London Road/ Potter Street, London Road, Braidfauld, Glasgow, G32 8RB, United Kingdom",Glasgow,Glasgow,UK,78818,
4525,"The Station Bar, McPhater Street, Glasgow, G4 0HL, United Kingdom",Glasgow,Glasgow,UK,189162,
4526,"The Herald Building, Albion Street, Glasgow, G1 1EX, United Kingdom",Glasgow,Glasgow,UK,168144,
4527,"Lochlea Road, Glasgow, G43 2BU, United Kingdom",Glasgow,Glasgow,UK,84072,
